"entidad","causa","tipo_impacto","total_hectareas","fecha_inicio","fecha_termino"
"Puebla","Actividades agropecuarias","Impacto Mínimo",0.75,2017-05-17,2017-05-17
"Puebla","Intencional","Impacto Mínimo",10.4,2017-05-16,2017-05-19
"Puebla","Intencional","Impacto Mínimo",7.73,2017-05-18,2017-05-18
"Puebla","Otras actividades productivas","Impacto Mínimo",75,2017-05-18,2017-05-19
"Puebla","Actividades agropecuarias","Impacto Mínimo",2,2017-05-19,2017-05-19
"Puebla","Otras causas","Impacto Mínimo",8,2017-05-13,2017-05-13
"Puebla","Actividades agropecuarias","Impacto Mínimo",7.73,2017-05-18,2017-05-18
"Puebla","Cazadores","Impacto Mínimo",2,2017-05-20,2017-05-20
"Puebla","Otras actividades productivas","Impacto Mínimo",30.3,2017-05-21,2017-05-21
"Puebla","Intencional","Impacto Mínimo",1.5,2017-05-21,2017-05-21
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2017-05-21,2017-05-21
"Puebla","Actividades agropecuarias","Impacto Mínimo",1.5,2017-05-22,2017-05-22
"Puebla","Otras actividades productivas","Impacto Mínimo",0.5,2017-05-23,2017-05-23
"Puebla","Otras actividades productivas","Impacto Mínimo",178,2017-05-18,2017-05-24
"Puebla","Actividades agropecuarias","Impacto Mínimo",45.5,2017-05-21,2017-05-22
"Puebla","Actividades agropecuarias","Impacto Mínimo",0.5,2017-05-23,2017-05-23
"Puebla","Intencional","Impacto Mínimo",9.38,2017-05-24,2017-05-24
"Puebla","Otras causas","Impacto Mínimo",1,2017-05-27,2017-05-27
"Puebla","Cazadores","Impacto Mínimo",3,2017-05-28,2017-05-28
"Puebla","Otras causas","Impacto Mínimo",1.5,2017-05-28,2017-05-29
"Puebla","Otras causas","Impacto Mínimo",4,2017-06-11,2017-06-12
"Puebla","Actividades agropecuarias","Impacto Mínimo",15,2017-06-11,2017-06-13
"Puebla","Intencional","Impacto Mínimo",1,2017-06-19,2017-06-19
"Puebla","Intencional","Impacto Mínimo",4,2017-06-23,2017-06-24
"Puebla","Intencional","Impacto Mínimo",13.9,2017-11-17,2017-11-17
"Puebla","Intencional","Impacto Mínimo",1,2017-11-22,2017-11-22
"Puebla","Otras causas","Impacto Mínimo",8,2017-11-27,2017-11-28
"Puebla","Actividades agropecuarias","Impacto Mínimo",21,2017-12-05,2017-12-05
"Puebla","Actividades agropecuarias","Impacto Mínimo",10,2017-12-04,2017-12-04
"Puebla","Fogatas","Impacto Mínimo",52,2017-12-05,2017-12-06
"Puebla","Otras causas","Impacto Mínimo",2,2017-12-10,2017-12-10
"Puebla","Intencional","Impacto Mínimo",2,2017-12-12,2017-12-12
"Puebla","Intencional","Impacto Mínimo",4.5,2017-12-12,2017-12-13
"Puebla","Intencional","Impacto Mínimo",4,2017-12-17,2017-12-17
"Puebla","Fogatas","Impacto Mínimo",18,2017-12-17,2017-12-18
"Puebla","Otras actividades productivas","Impacto Mínimo",2,2017-12-18,2017-12-18
"Puebla","Intencional","Impacto Mínimo",1,2017-12-19,2017-12-19
"Puebla","Actividades agropecuarias","Impacto Mínimo",2.5,2017-12-24,2017-12-25
"Puebla","Actividades agropecuarias","Impacto Mínimo",4,2017-12-25,2017-12-25
"Puebla","Intencional","Impacto Mínimo",0.5,2017-12-26,2017-12-26
"Puebla","Fogatas","Impacto Moderado",150,2017-12-26,2017-12-27
"Puebla","Fumadores","Impacto Mínimo",1,2017-12-26,2017-12-26
"Puebla","Intencional","Impacto Mínimo",2,2017-12-26,2017-12-26
"Puebla","Actividades agropecuarias","Impacto Mínimo",9.5,2017-12-28,2017-12-29
"Puebla","Intencional","Impacto Mínimo",10,2017-12-29,2017-12-29
"Puebla","Actividades agropecuarias","Impacto Mínimo",5,2017-12-30,2017-12-30
"Puebla","Fogatas","Impacto Mínimo",3,2018-01-06,2018-01-06
"Puebla","Actividades agrícolas","Impacto Mínimo",2,2018-01-07,2018-01-07
"Puebla","Intencional","Impacto Mínimo",2,2018-01-08,2018-01-08
"Puebla","Fogatas","Impacto Mínimo",22,2018-01-08,2018-01-08
"Puebla","Actividades agrícolas","Impacto Mínimo",1,2018-01-09,2018-01-09
"Puebla","Otras actividades productivas","Impacto Mínimo",2,2018-01-09,2018-01-09
"Puebla","Intencional","Impacto Mínimo",3.75,2018-01-09,2018-01-09
"Puebla","Intencional","Impacto Mínimo",19.85,2018-01-09,2018-01-09
"Puebla","Intencional","Impacto Mínimo",6.3,2018-01-10,2018-01-10
"Puebla","Otras actividades productivas","Impacto Mínimo",1.5,2018-01-10,2018-01-10
"Puebla","Intencional","Impacto Mínimo",3,2018-01-08,2018-01-08
"Puebla","Actividades agrícolas","Impacto Mínimo",153,2018-01-08,2018-01-10
"Puebla","Intencional","Impacto Mínimo",1.5,2018-01-09,2018-01-09
"Puebla","Fogatas","Impacto Mínimo",25,2018-01-10,2018-01-13
"Puebla","Intencional","Impacto Mínimo",2.5,2018-01-15,2018-01-15
"Puebla","Intencional","Impacto Mínimo",6.2,2018-01-15,2018-01-15
"Puebla","Actividades agrícolas","Impacto Mínimo",3.78,2018-01-17,2018-01-17
"Puebla","Actividades agrícolas","Impacto Mínimo",1,2018-01-17,2018-01-17
"Puebla","Intencional","Impacto Mínimo",10.6,2018-01-17,2018-01-17
"Puebla","Actividades pecuarias","Impacto Mínimo",7.3,2018-01-19,2018-01-20
"Puebla","Fogatas","Impacto Mínimo",2,2018-01-20,2018-01-20
"Puebla","Actividades agrícolas","Impacto Mínimo",2,2018-01-20,2018-01-20
"Puebla","Intencional","Impacto Mínimo",1,2018-01-21,2018-01-21
"Puebla","Cazadores","Impacto Mínimo",1,2018-01-21,2018-01-21
"Puebla","Actividades agrícolas","Impacto Mínimo",3,2018-01-21,2018-01-21
"Puebla","Intencional","Impacto Mínimo",3,2018-01-21,2018-01-21
"Puebla","Actividades pecuarias","Impacto Mínimo",12.6,2018-01-21,2018-01-21
"Puebla","Fogatas","Impacto Mínimo",4.32,2018-01-23,2018-01-23
"Puebla","Otras actividades productivas","Impacto Mínimo",4.1,2018-01-23,2018-01-23
"Puebla","Otras actividades productivas","Impacto Mínimo",2,2018-01-26,2018-01-26
"Puebla","Desconocidas","Impacto Mínimo",3.54,2018-01-26,2018-01-26
"Puebla","Fogatas","Impacto Mínimo",25.4,2018-01-26,2018-01-26
"Puebla","Actividades pecuarias","Impacto Mínimo",4.73,2018-01-31,2018-01-31
"Puebla","Intencional","Impacto Mínimo",2,2018-02-01,2018-02-01
"Puebla","Intencional","Impacto Mínimo",1,2018-02-02,2018-02-02
"Puebla","Fogatas","Impacto Mínimo",10.5,2018-02-02,2018-02-02
"Puebla","Actividades pecuarias","Impacto Mínimo",2.5,2018-02-04,2018-02-04
"Puebla","Intencional","Impacto Mínimo",3,2018-02-04,2018-02-05
"Puebla","Intencional","Impacto Mínimo",5,2018-02-05,2018-02-05
"Puebla","Intencional","Impacto Mínimo",4.34,2018-02-05,2018-02-05
"Puebla","Otras actividades productivas","Impacto Mínimo",3,2018-02-05,2018-02-05
"Puebla","Actividades agrícolas","Impacto Mínimo",5,2018-02-06,2018-02-06
"Puebla","Actividades pecuarias","Impacto Mínimo",99,2018-02-06,2018-02-07
"Puebla","Intencional","Impacto Mínimo",41.2,2018-02-06,2018-02-07
"Puebla","Intencional","Impacto Mínimo",25,2018-02-07,2018-02-07
"Puebla","Actividades agrícolas","Impacto Mínimo",12.3,2018-02-07,2018-02-08
"Puebla","Intencional","Impacto Mínimo",2,2018-02-07,2018-02-07
"Puebla","Intencional","Impacto Mínimo",1.5,2018-02-07,2018-02-07
"Puebla","Actividades pecuarias","Impacto Mínimo",15,2018-02-08,2018-02-08
"Puebla","Actividades agrícolas","Impacto Mínimo",3,2018-02-08,2018-02-08
"Puebla","Actividades pecuarias","Impacto Mínimo",2,2018-02-11,2018-02-11
"Puebla","Intencional","Impacto Mínimo",15,2018-02-11,2018-02-12
"Puebla","Cazadores","Impacto Mínimo",1.9,2018-02-12,2018-02-12
"Puebla","Cazadores","Impacto Mínimo",7.14,2018-02-12,2018-02-12
"Puebla","Intencional","Impacto Mínimo",1,2018-02-12,2018-02-12
"Puebla","Fumadores","Impacto Mínimo",1,2018-02-12,2018-02-12
"Puebla","Intencional","Impacto Mínimo",3.83,2018-02-13,2018-02-13
"Puebla","Cazadores","Impacto Mínimo",2,2018-02-13,2018-02-13
"Puebla","Intencional","Impacto Mínimo",1.24,2018-02-14,2018-02-14
"Puebla","Actividades pecuarias","Impacto Mínimo",5.77,2018-02-14,2018-02-14
"Puebla","Actividades pecuarias","Impacto Mínimo",4.23,2018-02-15,2018-02-15
"Puebla","Intencional","Impacto Mínimo",10,2018-02-15,2018-02-16
"Puebla","Cazadores","Impacto Mínimo",1.37,2018-02-15,2018-02-16
"Puebla","Actividades agrícolas","Impacto Mínimo",4.3,2018-02-16,2018-02-16
"Puebla","Fumadores","Impacto Mínimo",2,2018-02-16,2018-02-16
"Puebla","Intencional","Impacto Mínimo",3,2018-02-16,2018-02-16
"Puebla","Intencional","Impacto Mínimo",1,2018-02-17,2018-02-17
"Puebla","Intencional","Impacto Mínimo",3,2018-02-17,2018-02-17
"Puebla","Quema de basureros","Impacto Mínimo",1.5,2018-02-17,2018-02-17
"Puebla","Cazadores","Impacto Mínimo",1,2018-02-17,2018-02-17
"Puebla","Actividades agrícolas","Impacto Mínimo",1.5,2018-02-17,2018-02-17
"Puebla","Intencional","Impacto Mínimo",1.5,2018-02-17,2018-02-17
"Puebla","Intencional","Impacto Mínimo",1.5,2018-02-18,2018-02-18
"Puebla","Intencional","Impacto Mínimo",1,2018-02-18,2018-02-18
"Puebla","Actividades pecuarias","Impacto Mínimo",2.5,2018-02-18,2018-02-18
"Puebla","Intencional","Impacto Mínimo",2,2018-02-19,2018-02-19
"Puebla","Intencional","Impacto Mínimo",3,2018-02-19,2018-02-19
"Puebla","Intencional","Impacto Mínimo",1,2018-02-19,2018-02-19
"Puebla","Desconocidas","Impacto Mínimo",4,2018-02-20,2018-02-20
"Puebla","Intencional","Impacto Mínimo",20,2018-02-20,2018-02-20
"Puebla","Cazadores","Impacto Mínimo",2.35,2018-02-20,2018-02-20
"Puebla","Intencional","Impacto Mínimo",0.5,2018-02-20,2018-02-20
"Puebla","Intencional","Impacto Mínimo",0.5,2018-02-21,2018-02-21
"Puebla","Intencional","Impacto Mínimo",1,2018-02-21,2018-02-21
"Puebla","Intencional","Impacto Mínimo",41,2018-02-22,2018-02-23
"Puebla","Intencional","Impacto Mínimo",3,2018-02-23,2018-02-23
"Puebla","Intencional","Impacto Mínimo",13,2018-02-23,2018-02-23
"Puebla","Actividades pecuarias","Impacto Mínimo",1.87,2018-02-24,2018-02-24
"Puebla","Intencional","Impacto Mínimo",1.5,2018-02-24,2018-02-24
"Puebla","Actividades pecuarias","Impacto Mínimo",6.7,2018-02-24,2018-02-25
"Puebla","Otras actividades productivas","Impacto Mínimo",26.5,2018-02-25,2018-02-25
"Puebla","Fogatas","Impacto Mínimo",0.5,2018-02-25,2018-02-25
"Puebla","Actividades pecuarias","Impacto Mínimo",2.5,2018-02-25,2018-02-25
"Puebla","Intencional","Impacto Mínimo",54.5,2018-02-24,2018-02-25
"Puebla","Intencional","Impacto Mínimo",6,2018-02-26,2018-02-26
"Puebla","Actividades pecuarias","Impacto Mínimo",2.1,2018-02-26,2018-02-26
"Puebla","Actividades pecuarias","Impacto Mínimo",1.5,2018-02-27,2018-02-27
"Puebla","Actividades pecuarias","Impacto Mínimo",42.7,2018-02-27,2018-02-28
"Puebla","Actividades pecuarias","Impacto Mínimo",1.6,2018-02-27,2018-02-27
"Puebla","Intencional","Impacto Mínimo",1.5,2018-02-27,2018-02-27
"Puebla","Cazadores","Impacto Mínimo",3.6,2018-02-27,2018-02-27
"Puebla","Actividades pecuarias","Impacto Mínimo",0.5,2018-02-27,2018-02-27
"Puebla","Intencional","Impacto Mínimo",12,2018-02-27,2018-02-28
"Puebla","Intencional","Impacto Mínimo",6,2018-02-28,2018-02-28
"Puebla","Cazadores","Impacto Mínimo",1.4,2018-02-28,2018-02-28
"Puebla","Intencional","Impacto Mínimo",1,2018-02-28,2018-02-28
"Puebla","Actividades pecuarias","Impacto Mínimo",32,2018-02-28,2018-03-01
"Puebla","Actividades agrícolas","Impacto Mínimo",11,2018-03-01,2018-03-01
"Puebla","Actividades agrícolas","Impacto Mínimo",2.8,2018-03-01,2018-03-01
"Puebla","Actividades agrícolas","Impacto Mínimo",2,2018-03-01,2018-03-01
"Puebla","Intencional","Impacto Mínimo",1,2018-03-01,2018-03-01
"Puebla","Intencional","Impacto Mínimo",4,2018-03-01,2018-03-01
"Puebla","Actividades pecuarias","Impacto Mínimo",276,2018-03-01,2018-03-02
"Puebla","Actividades pecuarias","Impacto Mínimo",16.6,2018-03-01,2018-03-01
"Puebla","Intencional","Impacto Mínimo",1,2018-03-02,2018-03-02
"Puebla","Fogatas","Impacto Mínimo",17,2018-03-03,2018-03-03
"Puebla","Actividades agrícolas","Impacto Mínimo",122,2018-03-03,2018-03-04
"Puebla","Actividades pecuarias","Impacto Mínimo",16.7,2018-03-03,2018-03-04
"Puebla","Intencional","Impacto Mínimo",3,2018-03-03,2018-03-03
"Puebla","Actividades pecuarias","Impacto Mínimo",30.5,2018-03-03,2018-03-04
"Puebla","Intencional","Impacto Mínimo",2,2018-03-03,2018-03-03
"Puebla","Actividades pecuarias","Impacto Mínimo",7.8,2018-03-04,2018-03-04
"Puebla","Intencional","Impacto Mínimo",1.6,2018-03-04,2018-03-04
"Puebla","Actividades pecuarias","Impacto Mínimo",18.3,2018-03-04,2018-03-05
"Puebla","Intencional","Impacto Mínimo",1,2018-03-05,2018-03-05
"Puebla","Actividades pecuarias","Impacto Mínimo",3.4,2018-03-05,2018-03-05
"Puebla","Intencional","Impacto Mínimo",1.5,2018-03-05,2018-03-05
"Puebla","Intencional","Impacto Mínimo",195,2018-03-02,2018-03-04
"Puebla","Actividades pecuarias","Impacto Mínimo",44,2018-03-05,2018-03-05
"Puebla","Intencional","Impacto Mínimo",51.45,2018-03-05,2018-03-06
"Puebla","Actividades pecuarias","Impacto Mínimo",30.8,2018-03-06,2018-03-06
"Puebla","Intencional","Impacto Mínimo",3.2,2018-03-06,2018-03-06
"Puebla","Actividades pecuarias","Impacto Mínimo",1,2018-03-06,2018-03-06
"Puebla","Intencional","Impacto Mínimo",0.5,2018-03-06,2018-03-06
"Puebla","Intencional","Impacto Mínimo",0.75,2018-03-06,2018-03-06
"Puebla","Actividades pecuarias","Impacto Mínimo",0.96,2018-03-09,2018-03-09
"Puebla","Actividades pecuarias","Impacto Mínimo",16,2018-03-10,2018-03-11
"Puebla","Actividades pecuarias","Impacto Mínimo",2.86,2018-03-11,2018-03-11
"Puebla","Intencional","Impacto Mínimo",5,2018-03-11,2018-03-11
"Puebla","Intencional","Impacto Mínimo",0.8,2018-03-11,2018-03-11
"Puebla","Actividades agrícolas","Impacto Mínimo",1.78,2018-03-11,2018-03-11
"Puebla","Actividades pecuarias","Impacto Mínimo",19.77,2018-03-12,2018-03-12
"Puebla","Intencional","Impacto Mínimo",1.02,2018-03-12,2018-03-12
"Puebla","Intencional","Impacto Mínimo",1.5,2018-03-12,2018-03-12
"Puebla","Intencional","Impacto Mínimo",3,2018-03-13,2018-03-13
"Puebla","Intencional","Impacto Mínimo",1.08,2018-03-13,2018-03-13
"Puebla","Actividades agrícolas","Impacto Mínimo",2,2018-03-13,2018-03-13
"Puebla","Intencional","Impacto Mínimo",26.63,2018-03-13,2018-03-14
"Puebla","Desconocidas","Impacto Mínimo",20.48,2018-03-11,2018-03-11
"Puebla","Intencional","Impacto Mínimo",1,2018-03-14,2018-03-14
"Puebla","Actividades agrícolas","Impacto Mínimo",1.5,2018-03-15,2018-03-15
"Puebla","Actividades agrícolas","Impacto Mínimo",2,2018-03-15,2018-03-15
"Puebla","Intencional","Impacto Mínimo",2,2018-03-16,2018-03-16
"Puebla","Intencional","Impacto Mínimo",2.29,2018-03-16,2018-03-16
"Puebla","Residuos de aprovechamiento forestal","Impacto Mínimo",3.5,2018-03-16,2018-03-16
"Puebla","Quema de basureros","Impacto Mínimo",1,2018-03-16,2018-03-16
"Puebla","Actividades agrícolas","Impacto Mínimo",3,2018-03-16,2018-03-16
"Puebla","Intencional","Impacto Mínimo",5.17,2018-03-16,2018-03-16
"Puebla","Desconocidas","Impacto Mínimo",11.8,2018-03-16,2018-03-16
"Puebla","Cazadores","Impacto Mínimo",1.79,2018-03-17,2018-03-17
"Puebla","Quema de basureros","Impacto Mínimo",3,2018-03-18,2018-03-18
"Puebla","Actividades agrícolas","Impacto Mínimo",1.73,2018-03-18,2018-03-18
"Puebla","Actividades agrícolas","Impacto Mínimo",1.95,2018-03-18,2018-03-18
"Puebla","Actividades agrícolas","Impacto Mínimo",9.28,2018-03-19,2018-03-19
"Puebla","Actividades agrícolas","Impacto Mínimo",21.2,2018-03-19,2018-03-19
"Puebla","Actividades agrícolas","Impacto Mínimo",5.05,2018-03-19,2018-03-19
"Puebla","Intencional","Impacto Mínimo",6.5,2018-03-19,2018-03-19
"Puebla","Fogatas","Impacto Mínimo",12.5,2018-03-16,2018-03-19
"Puebla","Intencional","Impacto Mínimo",6,2018-03-19,2018-03-19
"Puebla","Residuos de aprovechamiento forestal","Impacto Mínimo",5,2018-03-20,2018-03-20
"Puebla","Intencional","Impacto Mínimo",1,2018-03-20,2018-03-20
"Puebla","Cazadores","Impacto Mínimo",5,2018-03-20,2018-03-20
"Puebla","Intencional","Impacto Mínimo",3,2018-03-20,2018-03-20
"Puebla","Intencional","Impacto Mínimo",4,2018-03-20,2018-03-20
"Puebla","Desconocidas","Impacto Mínimo",7,2018-03-19,2018-03-20
"Puebla","Otras actividades productivas","Impacto Mínimo",2,2018-03-21,2018-03-21
"Puebla","Intencional","Impacto Mínimo",1,2018-03-21,2018-03-21
"Puebla","Intencional","Impacto Mínimo",2.5,2018-03-20,2018-03-20
"Puebla","Cazadores","Impacto Mínimo",1.5,2018-03-20,2018-03-20
"Puebla","Fogatas","Impacto Mínimo",5,2018-03-20,2018-03-21
"Puebla","Actividades pecuarias","Impacto Mínimo",83.9,2018-03-20,2018-03-22
"Puebla","Intencional","Impacto Mínimo",2,2018-03-22,2018-03-22
"Puebla","Otras actividades productivas","Impacto Mínimo",4.5,2018-03-23,2018-03-23
"Puebla","Intencional","Impacto Mínimo",2.87,2018-03-23,2018-03-23
"Puebla","Intencional","Impacto Mínimo",4.16,2018-03-23,2018-03-23
"Puebla","Intencional","Impacto Mínimo",3.15,2018-03-24,2018-03-24
"Puebla","Actividades pecuarias","Impacto Mínimo",2.7,2018-03-24,2018-03-24
"Puebla","Intencional","Impacto Mínimo",0.67,2018-03-24,2018-03-24
"Puebla","Actividades pecuarias","Impacto Mínimo",3,2018-03-24,2018-03-24
"Puebla","Actividades pecuarias","Impacto Mínimo",2,2018-03-24,2018-03-24
"Puebla","Intencional","Impacto Mínimo",16.97,2018-03-24,2018-03-25
"Puebla","Actividades agrícolas","Impacto Mínimo",2,2018-03-25,2018-03-25
"Puebla","Otras actividades productivas","Impacto Mínimo",4,2018-03-25,2018-03-25
"Puebla","Actividades agrícolas","Impacto Mínimo",10,2018-03-25,2018-03-25
"Puebla","Otras actividades productivas","Impacto Mínimo",2,2018-03-25,2018-03-25
"Puebla","Intencional","Impacto Mínimo",3,2018-03-25,2018-03-25
"Puebla","Actividades agrícolas","Impacto Mínimo",1,2018-03-25,2018-03-25
"Puebla","Actividades pecuarias","Impacto Mínimo",8,2018-03-25,2018-03-26
"Puebla","Actividades agrícolas","Impacto Mínimo",10,2018-03-26,2018-03-26
"Puebla","Actividades pecuarias","Impacto Mínimo",29,2018-03-25,2018-03-26
"Puebla","Intencional","Impacto Mínimo",0.5,2018-03-26,2018-03-26
"Puebla","Intencional","Impacto Mínimo",1,2018-03-26,2018-03-26
"Puebla","Cazadores","Impacto Mínimo",35,2018-03-26,2018-03-27
"Puebla","Actividades agrícolas","Impacto Mínimo",5,2018-03-27,2018-03-27
"Puebla","Actividades agrícolas","Impacto Mínimo",6,2018-03-27,2018-03-27
"Puebla","Actividades agrícolas","Impacto Mínimo",3,2018-03-27,2018-03-27
"Puebla","Actividades pecuarias","Impacto Mínimo",1,2018-03-27,2018-03-27
"Puebla","Actividades pecuarias","Impacto Mínimo",2,2018-03-27,2018-03-27
"Puebla","Actividades pecuarias","Impacto Mínimo",4.77,2018-03-27,2018-03-27
"Puebla","Intencional","Impacto Mínimo",7,2018-03-27,2018-03-27
"Puebla","Intencional","Impacto Mínimo",3,2018-03-28,2018-03-28
"Puebla","Intencional","Impacto Mínimo",20,2018-03-28,2018-03-28
"Puebla","Desconocidas","Impacto Mínimo",4,2018-03-28,2018-03-28
"Puebla","Desconocidas","Impacto Mínimo",6,2018-03-28,2018-03-28
"Puebla","Intencional","Impacto Mínimo",394,2018-03-27,2018-03-29
"Puebla","Actividades pecuarias","Impacto Mínimo",20,2018-03-29,2018-03-29
"Puebla","Intencional","Impacto Mínimo",3,2018-03-29,2018-03-29
"Puebla","Intencional","Impacto Mínimo",2.5,2018-03-29,2018-03-29
"Puebla","Intencional","Impacto Mínimo",20,2018-03-28,2018-03-29
"Puebla","Actividades pecuarias","Impacto Mínimo",1,2018-03-29,2018-03-29
"Puebla","Intencional","Impacto Mínimo",23,2018-03-29,2018-03-30
"Puebla","Otras actividades productivas","Impacto Mínimo",20,2018-03-30,2018-03-30
"Puebla","Actividades agrícolas","Impacto Mínimo",3,2018-03-30,2018-03-30
"Puebla","Actividades agrícolas","Impacto Mínimo",2,2018-03-30,2018-03-30
"Puebla","Intencional","Impacto Mínimo",1,2018-03-31,2018-03-31
"Puebla","Actividades agrícolas","Impacto Mínimo",2,2018-03-31,2018-03-31
"Puebla","Intencional","Impacto Mínimo",2,2018-04-01,2018-04-01
"Puebla","Actividades pecuarias","Impacto Mínimo",2,2018-04-01,2018-04-01
"Puebla","Desconocidas","Impacto Mínimo",3,2018-04-01,2018-04-01
"Puebla","Actividades agrícolas","Impacto Mínimo",1,2018-04-01,2018-04-01
"Puebla","Actividades agrícolas","Impacto Mínimo",5,2018-04-01,2018-04-01
"Puebla","Actividades agrícolas","Impacto Mínimo",2.5,2018-04-01,2018-04-01
"Puebla","Intencional","Impacto Mínimo",35,2018-04-01,2018-04-02
